chembl_id,primary_drug,canonical_smiles,mol_molecular_weight,mol_logp,mol_num_hbd,mol_num_hba,mol_num_rotatable_bonds,mol_tpsa,mol_num_aromatic_rings,mol_num_heavy_atoms,mol_formal_charge,mol_num_rings,mol_num_heteroatoms,mol_fraction_csp3,tox_herg_risk,tox_cyp_risk,tox_ames_risk,tox_dili_risk,approved
CHEMBL106258,AMINOREX,NC1=NCC(c2ccccc2)O1,162.19,1.07,1.0,3.0,1.0,47.61,1.0,12.0,0,,,,low,low,low,low,0
CHEMBL10626,ChEMBL_CHEMBL10626,CC(C)C(O)(Cn1cncn1)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,406.31,3.91,2.0,5.0,6.0,71.17,3.0,27.0,0,,,,high,medium,medium,medium,0
CHEMBL10630,ChEMBL_CHEMBL10630,COc1c(Cl)c(O)c(C=O)c(OC)c1Cl,251.06,2.53,1.0,4.0,3.0,55.76,1.0,15.0,0,,,,medium,medium,low,low,0
CHEMBL10631,ChEMBL_CHEMBL10631,CC(C)C(=O)C(O)(Cn1cnnc1)c1ccc(Cl)cc1Cl,328.2,2.7,1.0,5.0,5.0,68.01,2.0,21.0,0,,,,medium,medium,medium,low,0
CHEMBL10632,ChEMBL_CHEMBL10632,O=C(c1ccc(Cl)cc1Cl)C(O)(Cn1cnnc1)c1ccc(Cl)cc1,396.66,4.01,1.0,5.0,5.0,68.01,3.0,25.0,0,,,,high,medium,medium,medium,0
CHEMBL10637,ChEMBL_CHEMBL10637,c1cc(CN2CCC(C3=NCCN3)CC2)ccc1CN1CCC(C2=NCCN2)CC1,408.59,2.11,2.0,6.0,6.0,55.26,1.0,30.0,0,,,,medium,medium,low,low,0
CHEMBL10638,ChEMBL_CHEMBL10638,CCOC(=O)c1ncc2c(c1CC)c1cc(OCc3ccccc3)ccc1n2C,388.47,5.04,0.0,5.0,6.0,53.35,4.0,29.0,0,,,,high,medium,high,medium,0
CHEMBL10645,ChEMBL_CHEMBL10645,OCCN(CCO)C(Cc1ccccc1)c1ccccc1,285.39,2.26,2.0,3.0,8.0,43.7,2.0,21.0,0,,,,medium,medium,medium,low,0
CHEMBL10647,ChEMBL_CHEMBL10647,NCC(F)(c1ccccc1)c1ccccc1,215.27,2.86,1.0,1.0,3.0,26.02,2.0,16.0,0,,,,medium,low,medium,low,0
CHEMBL10649,ChEMBL_CHEMBL10649,CC(C)[C@H]1OC(=O)O[C@]1(Cn1cncn1)c1ccc(Cl)cc1Cl,356.21,3.67,0.0,6.0,4.0,66.24,2.0,23.0,0,,,,high,medium,medium,medium,0
CHEMBL106502,ALAMIFOVIR,COc1ccc(Sc2nc(N)nc3c2ncn3CCOCP(=O)(OCC(F)(F)F)OCC(F)(F)F)cc1,575.43,4.89,1.0,11.0,12.0,123.61,3.0,37.0,0,,,,high,high,medium,medium,0
CHEMBL10652,ChEMBL_CHEMBL10652,CCN(CC)CCNC(=O)c1cc(Cl)c(NC(=O)COc2ccccc2Cl)cc1OC,468.38,4.09,2.0,5.0,11.0,79.9,2.0,31.0,0,,,,high,high,medium,medium,0
CHEMBL10659,ChEMBL_CHEMBL10659,CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1cc(CCNC(C)=O)c(=O)nc1SCc1ccc(F)cc1,711.83,6.41,1.0,7.0,16.0,87.54,4.0,50.0,0,,,,high,high,high,high,0
CHEMBL10663,ChEMBL_CHEMBL10663,CCN(CC)CCN(Cc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2c1CCC2,633.23,6.85,0.0,6.0,13.0,58.44,4.0,44.0,0,,,,high,high,high,high,0
CHEMBL10664,ChEMBL_CHEMBL10664,O=C(N[C@@H](Cc1ccccc1)CN1CCN(c2nsnc2Cl)CC1)c1ccccn1,442.98,2.75,1.0,7.0,7.0,74.25,3.0,30.0,0,,,,medium,medium,medium,low,0
CHEMBL1067,LICARBAZEPINE,NC(=O)N1c2ccccc2CC(O)c2ccccc21,254.29,2.49,2.0,2.0,0.0,66.56,2.0,19.0,0,,,,medium,medium,medium,low,0
CHEMBL10670,ChEMBL_CHEMBL10670,CC(CN(CCO)CCO)(c1ccccc1)c1ccccc1,299.41,2.28,2.0,3.0,8.0,43.7,2.0,22.0,0,,,,medium,medium,medium,low,0
CHEMBL10671,ChEMBL_CHEMBL10671,CSc1ccc(-c2ccc(S(=O)(=O)NC(CC#Cc3ccccc3)C(=O)O)cc2)cc1,451.57,4.25,2.0,4.0,7.0,83.47,3.0,31.0,0,,,,high,high,medium,medium,0
CHEMBL10674,ChEMBL_CHEMBL10674,CO[C@H](C#Cc1ccccc1)C(NS(=O)(=O)c1ccc(-c2ccc(SC)cc2)cc1)C(=O)O,481.6,3.87,2.0,5.0,8.0,92.7,3.0,33.0,0,,,,high,medium,medium,medium,0
CHEMBL10677,ChEMBL_CHEMBL10677,CCCN1CCC2c3c(cccc3OC)CCC21,245.37,3.21,0.0,2.0,3.0,12.47,1.0,18.0,0,,,,medium,low,low,low,0
CHEMBL10679,ChEMBL_CHEMBL10679,CC1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(Cl)C(Cl)CC2(C)[C@@]1(OC(=O)c1cccs1)C(=O)CO,537.51,5.34,1.0,6.0,4.0,80.67,1.0,35.0,0,,,,high,high,low,high,0
CHEMBL10680,ChEMBL_CHEMBL10680,O=C(O)CCC/C=C\C[C@H]1[C@H](NS(=O)(=O)c2ccc(F)cc2)C2CC1(c1ccc(F)cc1)CO2,491.56,4.17,2.0,4.0,10.0,92.7,2.0,34.0,0,,,,high,high,medium,medium,0
CHEMBL10681,ChEMBL_CHEMBL10681,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1C[C@H](O)[C@H](C)CC21,332.48,4.79,2.0,3.0,4.0,49.69,1.0,24.0,0,,,,high,medium,low,medium,0
CHEMBL10682,ChEMBL_CHEMBL10682,O=C1c2ccccc2C(=O)N1OCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,433.43,3.45,0.0,5.0,6.0,53.09,2.0,31.0,0,,,,high,medium,medium,medium,0
CHEMBL10684,ChEMBL_CHEMBL10684,CCN(CC)CCNC(=O)c1cc(Cl)c(NC(=O)COc2cccc(Cl)c2Cl)cc1OC,502.83,4.74,2.0,5.0,11.0,79.9,2.0,32.0,0,,,,high,high,medium,medium,0
CHEMBL10688,ChEMBL_CHEMBL10688,CN1CCN(CCCN2CCN(C)CC2)CC1,240.39,-0.13,0.0,4.0,4.0,12.96,0.0,17.0,0,,,,low,low,low,low,0
CHEMBL10691,ChEMBL_CHEMBL10691,OC(c1ccc(F)cc1)C(O)(Cn1cncn1)c1ccc(F)cc1,331.32,2.18,2.0,5.0,5.0,71.17,3.0,24.0,0,,,,medium,medium,medium,low,0
CHEMBL10692,ChEMBL_CHEMBL10692,Cc1ccccc1N1CCN(CCCON2C(=O)c3ccccc3C2=O)CC1,379.46,2.73,0.0,5.0,6.0,53.09,2.0,28.0,0,,,,medium,medium,medium,low,0
CHEMBL10700,ChEMBL_CHEMBL10700,CCN(CC)CCNC(=O)c1cc(Cl)c(NC(=O)C(C)(C)Oc2ccc(Cl)cc2)cc1OC,496.44,4.87,2.0,5.0,11.0,79.9,2.0,33.0,0,,,,high,high,medium,medium,0
CHEMBL10701,ChEMBL_CHEMBL10701,CCOC(=O)c1cc2c3cc(OCc4ccccc4)ccc3n(C)c2cn1,360.41,4.48,0.0,5.0,5.0,53.35,4.0,27.0,0,,,,high,medium,high,medium,0
CHEMBL10702,ChEMBL_CHEMBL10702,CCNCCC(c1ccccc1)c1ccccc1,239.36,3.82,1.0,1.0,6.0,12.03,2.0,18.0,0,,,,medium,low,medium,low,0
CHEMBL10707,ChEMBL_CHEMBL10707,CCCCCc1cc(OC(C)=O)c2c(c1)OC(C)(C)[C@@H]1CCC(COC(C)=O)CC21,416.56,5.58,0.0,5.0,7.0,61.83,1.0,30.0,0,,,,high,high,low,medium,0
CHEMBL10713,ChEMBL_CHEMBL10713,CC(C)C(O)C(O)(Cn1cncn1)c1ccc(Cl)cc1,295.77,1.84,2.0,5.0,5.0,71.17,2.0,20.0,0,,,,low,low,medium,low,0
CHEMBL10717,ChEMBL_CHEMBL10717,N[C@@H](Cc1ccccc1)[C@H](O)/C=C/C(=O)O,221.26,0.56,3.0,3.0,5.0,83.55,1.0,16.0,0,,,,low,low,low,low,0
CHEMBL107217,DITIOCARB SODIUM,CCN(CC)C(=S)[S-].[Na+],171.27,1.54,1.0,1.0,2.0,3.24,0.0,8.0,0,,,,low,low,low,low,0
CHEMBL10731,ChEMBL_CHEMBL10731,C[N+]1(C)CCOC(O)(c2ccccc2)C1,208.28,0.94,1.0,2.0,1.0,29.46,1.0,15.0,0,,,,low,low,low,low,0
CHEMBL107360,QUINUPRAMINE,c1ccc2c(c1)CCc1ccccc1N2C1CN2CCC1CC2,304.44,4.02,0.0,2.0,1.0,6.48,2.0,23.0,0,,,,high,medium,medium,medium,0
CHEMBL107367,FARGLITAZAR,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1,546.62,6.61,2.0,6.0,12.0,101.66,5.0,41.0,0,,,,high,high,high,high,0
CHEMBL107400,SOBETIROME,Cc1cc(OCC(=O)O)cc(C)c1Cc1ccc(O)c(C(C)C)c1,328.41,4.19,2.0,3.0,6.0,66.76,2.0,24.0,0,,,,high,medium,medium,medium,0
CHEMBL10743,ChEMBL_CHEMBL10743,CCCCC(O)(Cn1cncn1)C(C)(O)c1ccc(Cl)cc1,323.82,2.76,2.0,5.0,7.0,71.17,2.0,22.0,0,,,,medium,medium,medium,low,0
CHEMBL107430,NRX195183,CC1(C)CCC(C)(C)c2c1cc(C(=O)Nc1cc(F)c(C(=O)O)c(F)c1)c(O)c2Cl,437.87,5.62,3.0,3.0,3.0,86.63,2.0,30.0,0,,,,high,high,medium,medium,0
CHEMBL10748,ChEMBL_CHEMBL10748,O=C(O)COC/C=C\C[C@H]1[C@H](NS(=O)(=O)c2ccc(F)cc2)C2CC1(c1ccc(F)cc1)CO2,493.53,3.02,2.0,5.0,10.0,101.93,2.0,34.0,0,,,,high,medium,medium,medium,0
CHEMBL10754,ChEMBL_CHEMBL10754,COc1ccc(C(CN)c2ccc(OC)c(OC)c2)cc1OC,317.39,2.81,1.0,5.0,7.0,62.94,2.0,23.0,0,,,,medium,medium,medium,low,0
CHEMBL10755,ChEMBL_CHEMBL10755,CC(C)C(O)(Cn1cncn1)C(C)(O)c1ccc(Cl)cc1,309.8,2.23,2.0,5.0,5.0,71.17,2.0,21.0,0,,,,medium,medium,medium,low,0
CHEMBL10756,ChEMBL_CHEMBL10756,Cc1cccc2nc(NC(C)C)oc(=O)c12,218.26,2.32,1.0,4.0,2.0,55.13,2.0,16.0,0,,,,medium,low,medium,low,0
CHEMBL10757,ChEMBL_CHEMBL10757,COc1ccc2nc(Nc3ccccc3I)oc(=O)c2c1,394.17,3.54,1.0,5.0,3.0,64.36,3.0,21.0,0,,,,high,medium,medium,medium,0
CHEMBL10758,AZEPINDOLE,c1ccc2c(c1)cc1n2CCCNC1,186.26,2.13,1.0,2.0,0.0,16.96,2.0,14.0,0,,,,low,low,medium,low,0
CHEMBL10772,ChEMBL_CHEMBL10772,O=C(O)CCC/C=C/C[C@H]1[C@H](COCc2ccccc2)C2CC1(c1ccc(F)cc1)CO2,438.54,5.52,1.0,3.0,11.0,55.76,2.0,32.0,0,,,,high,high,medium,medium,0
CHEMBL107747,GEMOPATRILAT,CC1(C)CCC[C@H](NC(=O)[C@@H](S)Cc2ccccc2)C(=O)N1CC(=O)O,378.49,1.89,3.0,4.0,6.0,86.71,1.0,26.0,0,,,,low,low,low,low,0
CHEMBL10776,ChEMBL_CHEMBL10776,CCCCC(=O)C(O)(Cn1ccnc1)c1ccc(Cl)cc1Cl,341.24,3.84,1.0,4.0,7.0,55.12,2.0,22.0,0,,,,high,medium,medium,medium,0
CHEMBL10778,ChEMBL_CHEMBL10778,C[C@@H](c1ccccc1)N1C(=O)c2c(F)c(F)c(F)c(F)c2C1=O,323.24,3.6,0.0,2.0,2.0,37.38,2.0,23.0,0,,,,high,medium,medium,medium,0
CHEMBL10780,ChEMBL_CHEMBL10780,NCC(c1ccccc1)c1ccccc1,197.28,2.78,1.0,1.0,3.0,26.02,2.0,15.0,0,,,,low,low,medium,low,0
CHEMBL10785,ChEMBL_CHEMBL10785,Cc1nc(N)ccc1CNC(=O)Cn1c(C)cc2c(c1=O)NC(=O)[C@H](CC1CC1)C2,409.49,1.67,3.0,6.0,6.0,119.11,2.0,30.0,0,,,,low,low,medium,low,0
CHEMBL10787,ChEMBL_CHEMBL10787,O=C(O)C1CN=C(c2ccccc2O)N1,206.2,0.2,3.0,4.0,2.0,81.92,1.0,15.0,0,,,,low,low,low,low,0
CHEMBL107874,TRIDECANOATE,CCCCCCCCCCCCC(=O)O,214.35,4.38,1.0,1.0,11.0,37.3,0.0,15.0,0,,,,medium,low,low,low,0
CHEMBL10791,ChEMBL_CHEMBL10791,CCN(CC)CCNC(=O)c1ccc(NC(=O)COc2ccc(Cl)cc2)cc1,403.91,3.43,2.0,4.0,10.0,70.67,2.0,28.0,0,,,,high,medium,medium,medium,0
CHEMBL108,CARBAMAZEPINE,NC(=O)N1c2ccccc2C=Cc2ccccc21,236.27,3.39,1.0,1.0,0.0,46.33,2.0,18.0,0,,,,medium,low,medium,low,1
CHEMBL10802,ChEMBL_CHEMBL10802,CCN(CC)CCCNC(=O)c1cc(Cl)c(NC(=O)COc2ccc(Cl)cc2)cc1OC,482.41,4.48,2.0,5.0,12.0,79.9,2.0,32.0,0,,,,high,high,medium,medium,0
CHEMBL108030,UNDECANOATE,CCCCCCCCCCC(=O)O,186.29,3.6,1.0,1.0,9.0,37.3,0.0,13.0,0,,,,low,low,low,low,0
CHEMBL108111,LAMIFIBAN,N=C(N)c1ccc(C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N2CCC(OCC(=O)O)CC2)cc1,468.51,1.11,5.0,6.0,9.0,166.04,2.0,34.0,0,,,,low,low,medium,low,0
CHEMBL10815,ChEMBL_CHEMBL10815,CC(c1ccccc1)N1C(=O)c2c(F)c(F)c(F)c(F)c2C1=O,323.24,3.6,0.0,2.0,2.0,37.38,2.0,23.0,0,,,,high,medium,medium,medium,0
CHEMBL10818,ChEMBL_CHEMBL10818,COC(=O)CCC1=CCN(NC(=O)c2ccccc2)CC1,288.35,1.92,1.0,4.0,5.0,58.64,1.0,21.0,0,,,,low,low,low,low,0
CHEMBL10828,ChEMBL_CHEMBL10828,COC(=O)CCC1=CCCN(NC(=O)c2ccccc2)C1,288.35,1.92,1.0,4.0,5.0,58.64,1.0,21.0,0,,,,low,low,low,low,0
CHEMBL108358,TIAZOFURIN,NC(=O)c1csc([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,260.27,-1.6,4.0,7.0,3.0,125.9,1.0,17.0,0,,,,low,low,low,low,0
CHEMBL10838,ChEMBL_CHEMBL10838,Cc1ccc(C)n1Nc1ccc(N(CCO)CCO)nn1,291.36,0.56,3.0,7.0,7.0,86.44,2.0,21.0,0,,,,low,low,medium,low,0
CHEMBL10844,ChEMBL_CHEMBL10844,CCOCCOCCN(CCCCCSc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1)C(=O)Nc1ccc(F)cc1F,608.76,7.87,2.0,5.0,17.0,79.48,4.0,43.0,0,,,,high,high,high,high,0
CHEMBL10849,ChEMBL_CHEMBL10849,CCC1(CC)C(=O)N(COC(=O)c2ccccc2)C1Sc1nc2ccccc2o1,410.5,4.71,0.0,6.0,7.0,72.64,3.0,29.0,0,,,,high,high,medium,medium,0
CHEMBL10850,ChEMBL_CHEMBL10850,CC(C)=CCC[C@@H](C)[C@H]1CC=C2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,410.69,8.01,1.0,1.0,4.0,20.23,0.0,30.0,0,,,,high,high,low,medium,0
CHEMBL10852,ChEMBL_CHEMBL10852,CC/C(=C(\c1ccccc1)c1ccc(OC(C)=O)cc1)c1ccc(OC(C)=O)cc1,400.47,5.91,0.0,4.0,6.0,52.6,3.0,30.0,0,,,,high,high,medium,medium,0
CHEMBL10855,ChEMBL_CHEMBL10855,CC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3ccc(C)nc32)CC1,366.89,4.59,0.0,2.0,0.0,33.2,2.0,26.0,0,,,,high,medium,medium,medium,0
CHEMBL10858,ChEMBL_CHEMBL10858,CCCCC(=O)O[C@]1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC21C,476.59,3.64,2.0,6.0,6.0,100.9,0.0,34.0,0,,,,high,medium,low,medium,0
CHEMBL10866,ChEMBL_CHEMBL10866,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1C[C@H](O)C(C)CC21,332.48,4.79,2.0,3.0,4.0,49.69,1.0,24.0,0,,,,high,medium,low,medium,0
CHEMBL10875,ChEMBL_CHEMBL10875,Cc1cccc(N2CCN(CCCON3C(=O)CC4(CCCC4)CC3=O)CC2)c1,399.54,3.15,0.0,5.0,6.0,53.09,1.0,29.0,0,,,,high,medium,low,medium,0
CHEMBL10878,AGOMELATINE,COc1ccc2cccc(CCNC(C)=O)c2c1,243.31,2.53,1.0,2.0,4.0,38.33,2.0,18.0,0,,,,medium,low,medium,low,1
CHEMBL108821,SITAFLOXACIN ANHYDROUS,N[C@@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@@H]4C[C@@H]4F)c3c2Cl)CC12CC2,409.82,2.7,2.0,5.0,3.0,88.56,2.0,28.0,0,,,,medium,medium,medium,low,0
CHEMBL10884,ChEMBL_CHEMBL10884,CCN(CC)CCNC(=O)c1ccc(NC(=O)COc2ccc(Cl)cc2)c(Cl)c1,438.36,4.08,2.0,4.0,10.0,70.67,2.0,29.0,0,,,,high,high,medium,medium,0
CHEMBL10907,ChEMBL_CHEMBL10907,COc1ccccc1N1CCN(CCCON2C(=O)c3ccccc3C2=O)CC1,395.46,2.44,0.0,6.0,7.0,62.32,2.0,29.0,0,,,,medium,medium,medium,low,0
CHEMBL10909,ChEMBL_CHEMBL10909,N#Cc1ccc(COC[C@H]2C3CC(c4ccc(F)cc4)(CO3)[C@@H]2C/C=C/CCCC(=O)O)cc1,463.55,5.39,1.0,4.0,11.0,79.55,2.0,34.0,0,,,,high,high,medium,medium,0
CHEMBL10927,ChEMBL_CHEMBL10927,CCN(CC)CCNC(=O)c1cccc(NC(=O)COc2ccc(Cl)cc2)c1,403.91,3.43,2.0,4.0,10.0,70.67,2.0,28.0,0,,,,high,medium,medium,medium,0
CHEMBL10931,ChEMBL_CHEMBL10931,Cc1cc(C)cc(-c2[nH]c3ccccc3c2CCNCCCCc2ccc(O)cc2)c1,412.58,6.31,3.0,2.0,9.0,48.05,4.0,31.0,0,,,,high,high,high,medium,0
CHEMBL10935,ChEMBL_CHEMBL10935,COc1ccc(-c2ccc(S(=O)(=O)NC(C(=O)O)[C@@H](C#Cc3ccccc3)OC)cc2)cc1,465.53,3.16,2.0,5.0,8.0,101.93,3.0,33.0,0,,,,high,medium,medium,medium,0
CHEMBL10936,ChEMBL_CHEMBL10936,OC1(c2ccc(-c3ccc(C4(O)CN(CCBr)CCO4)cc3)cc2)CN(CCBr)CCO1,570.32,3.1,2.0,6.0,7.0,65.4,2.0,32.0,0,,,,high,medium,medium,medium,0
CHEMBL10946,ChEMBL_CHEMBL10946,NCC(c1ccc(Cl)cc1)c1ccc(Cl)cc1,266.17,4.08,1.0,1.0,3.0,26.02,2.0,17.0,0,,,,medium,medium,medium,low,0
CHEMBL109480,TANESPIMYCIN,C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,585.7,2.54,4.0,9.0,6.0,166.28,0.0,42.0,0,,,,medium,medium,low,low,0
CHEMBL10950,ChEMBL_CHEMBL10950,CC(=O)OCC(=O)[C@@]1(OC(=O)c2ccco2)C(C)CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(Cl)C(Cl)CC21C,581.46,5.39,0.0,7.0,5.0,99.88,1.0,39.0,0,,,,high,high,low,high,0
CHEMBL10961,ChEMBL_CHEMBL10961,CNCC(c1ccccc1)c1ccccc1,211.31,3.04,1.0,1.0,4.0,12.03,2.0,16.0,0,,,,medium,low,medium,low,0
CHEMBL10962,ChEMBL_CHEMBL10962,O=C(O)[C@@H]1CCCN1C(=O)CCS,203.26,0.38,2.0,3.0,3.0,57.61,0.0,13.0,0,,,,low,low,low,low,0
CHEMBL109648,CLAZOSENTAN,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C)cn2)nc(-c2ccnc(-c3nnn[nH]3)c2)nc1OCCO,577.58,2.39,3.0,13.0,11.0,200.11,5.0,41.0,0,,,,medium,medium,high,low,0
CHEMBL10968,ChEMBL_CHEMBL10968,CNC(C)Cc1cc(OC)c(I)cc1OC,335.19,2.46,1.0,3.0,5.0,30.49,1.0,16.0,0,,,,medium,medium,low,low,0
CHEMBL10972,ChEMBL_CHEMBL10972,N#Cc1ccc(COC[C@@H]2C3CC(c4ccc(F)cc4)(CO3)[C@H]2C/C=C/CCCC(=O)O)cc1,463.55,5.39,1.0,4.0,11.0,79.55,2.0,34.0,0,,,,high,high,medium,medium,0
CHEMBL10981,ChEMBL_CHEMBL10981,CC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3c(Cl)ccnc32)CC1,387.31,4.93,0.0,2.0,0.0,33.2,2.0,26.0,0,,,,high,medium,medium,medium,0
CHEMBL109831,DEXELVUCITABINE,Nc1nc(=O)n([C@H]2C=C[C@@H](CO)O2)cc1F,227.19,-0.59,2.0,6.0,2.0,90.37,1.0,16.0,0,,,,low,low,low,low,0
CHEMBL10989,ChEMBL_CHEMBL10989,C[C@]1(N2C(=O)c3c(F)c(F)c(F)c(F)c3C2=O)CCC(=O)NC1=O,344.22,1.03,1.0,4.0,1.0,83.55,1.0,24.0,0,,,,low,low,low,low,0
CHEMBL10995,ChEMBL_CHEMBL10995,CCn1c(=O)c2nc(-c3ccc(Cl)cc3N)[nH]c2n(CC)c1=O,333.78,1.83,2.0,6.0,3.0,98.7,3.0,23.0,0,,,,low,low,medium,low,0
CHEMBL10997,ChEMBL_CHEMBL10997,CCC(=C(c1ccc(OC(C)=O)cc1)c1ccc(OC(C)=O)cc1)c1ccc(OC(C)=O)cc1,458.51,5.83,0.0,6.0,7.0,78.9,3.0,34.0,0,,,,high,high,medium,medium,0
CHEMBL10998,ChEMBL_CHEMBL10998,COCc1c[nH]c(-c2ccc(OCC(O)CNCCc3ccc(OC)c(OC)c3)cc2)n1,441.53,2.81,3.0,7.0,13.0,97.86,3.0,32.0,0,,,,medium,medium,medium,low,0
CHEMBL11,IMIPRAMINE,CN(C)CCCN1c2ccccc2CCc2ccccc21,280.42,3.88,0.0,2.0,4.0,6.48,2.0,21.0,0,,,,medium,medium,medium,low,1
CHEMBL11000,ChEMBL_CHEMBL11000,Cn1c(=O)c2nc(-c3ccc(N)cc3N)[nH]c2n(C)c1=O,286.3,-0.21,3.0,7.0,1.0,124.72,3.0,21.0,0,,,,low,low,medium,low,0
CHEMBL11001,ChEMBL_CHEMBL11001,CC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cc(Br)cnc32)CC1,431.76,5.04,0.0,2.0,0.0,33.2,2.0,26.0,0,,,,high,high,medium,medium,0
CHEMBL110094,MELITRACEN,CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21,291.44,4.71,0.0,1.0,3.0,3.24,2.0,22.0,0,,,,medium,medium,medium,low,0
CHEMBL11014,ChEMBL_CHEMBL11014,Cc1cc(C)cc(-c2[nH]c3ccccc3c2CCNCCCCc2cnc3ccccc3c2)c1,447.63,7.15,2.0,2.0,9.0,40.71,5.0,34.0,0,,,,high,high,high,medium,0
CHEMBL11017,ChEMBL_CHEMBL11017,NS(=O)(=O)Oc1ccc2c(c1)C(=O)CCC2,241.27,0.79,1.0,4.0,2.0,86.46,1.0,16.0,0,,,,low,low,low,low,0
CHEMBL11019,ChEMBL_CHEMBL11019,CCC(=C(c1cccc(OC(C)=O)c1)c1cccc(OC(C)=O)c1)c1cccc(OC(C)=O)c1,458.51,5.83,0.0,6.0,7.0,78.9,3.0,34.0,0,,,,high,high,medium,medium,0
CHEMBL11020,ChEMBL_CHEMBL11020,CCOCCN(CCOCC)c1ccc(Nn2c(C)ccc2C)nn1,347.46,2.65,1.0,7.0,11.0,64.44,2.0,25.0,0,,,,medium,medium,medium,low,0
CHEMBL11027,ChEMBL_CHEMBL11027,CCn1c(=O)c2nc(-c3ccc(S(N)(=O)=O)cc3)[nH]c2n(CC)c1=O,363.4,0.24,2.0,7.0,4.0,132.84,3.0,25.0,0,,,,low,low,medium,low,0
CHEMBL11029,ChEMBL_CHEMBL11029,NS(=O)(=O)Oc1ccc2c(c1)CCCC2=O,241.27,0.79,1.0,4.0,2.0,86.46,1.0,16.0,0,,,,low,low,low,low,0
CHEMBL11030,ChEMBL_CHEMBL11030,NS(=O)(=O)Oc1ccc2c(c1)CCC=C2,225.27,1.23,1.0,3.0,2.0,69.39,1.0,15.0,0,,,,low,low,low,low,0
CHEMBL11031,ChEMBL_CHEMBL11031,C=C1C(=O)c2ccccc2OC1(C)C,188.23,2.6,0.0,2.0,0.0,26.3,1.0,14.0,0,,,,low,low,low,low,0
CHEMBL110317,ACETRYPTINE,CC(=O)c1ccc2[nH]cc(CCN)c2c1,202.26,1.87,2.0,2.0,3.0,58.88,2.0,15.0,0,,,,low,low,medium,low,0
CHEMBL11036,ChEMBL_CHEMBL11036,CCCn1c(=O)c2nc(-c3ccc(S(=O)(=O)NCCCN(C)C)cc3)[nH]c2n(CCC)c1=O,476.6,1.6,2.0,8.0,11.0,122.09,3.0,33.0,0,,,,low,low,medium,low,0
CHEMBL11038,ChEMBL_CHEMBL11038,Cc1ccc(C)n1Nc1ccc(N(CCO)CC(C)O)nn1,305.38,0.95,3.0,7.0,7.0,86.44,2.0,22.0,0,,,,low,low,medium,low,0
CHEMBL11039,ChEMBL_CHEMBL11039,CC/C(=C(\Cc1ccccc1)c1ccc(OCN2CCOCC2)cc1)c1ccccc1,413.56,5.92,0.0,3.0,8.0,21.7,3.0,31.0,0,,,,high,high,medium,medium,0
CHEMBL11043,ChEMBL_CHEMBL11043,COc1cc(CC(C)N(C)C)c(OC)cc1I,349.21,2.8,0.0,3.0,5.0,21.7,1.0,17.0,0,,,,medium,medium,low,low,0
CHEMBL11048,ChEMBL_CHEMBL11048,Cn1c(=O)c2nc(-c3ccc(C(=O)O)cc3)[nH]c2n(C)c1=O,300.27,0.33,2.0,6.0,2.0,109.98,3.0,22.0,0,,,,low,low,medium,low,0
CHEMBL11052,ChEMBL_CHEMBL11052,CCC(=C(c1ccccc1)c1ccccc1)c1ccc(OC(C)=O)cc1,342.44,5.98,0.0,2.0,5.0,26.3,3.0,26.0,0,,,,high,medium,medium,medium,0
CHEMBL11058,ChEMBL_CHEMBL11058,CCN(CC)CCNC(=O)c1cc(Cl)ccc1NC(=O)COc1ccc(F)cc1,421.9,3.57,2.0,4.0,10.0,70.67,2.0,29.0,0,,,,high,medium,medium,medium,0
